canonical_district_id,canonical_name,state,source_name,source_vintage,match_type,confidence,notes
545,East Godavari,Andhra Pradesh,East Godavari,census_2011,exact,1.0,
559,Raichur,Karnataka,Raichur,census_2011,exact,1.0,
549,Prakasam,Andhra Pradesh,Prakasam,census_2011,exact,1.0,
552,Kurnool,Andhra Pradesh,Kurnool,census_2011,exact,1.0,
560,Koppal,Karnataka,Koppal,census_2011,exact,1.0,
561,Gadag,Karnataka,Gadag,census_2011,exact,1.0,
585,North Goa,Goa,North Goa,census_2011,exact,1.0,
565,Ballari,Karnataka,Ballari,census_2011,exact,1.0,
562,Dharwad,Karnataka,Dharwad,census_2011,exact,1.0,
563,Uttara Kannada,Karnataka,Uttara Kannada,census_2011,exact,1.0,
586,South Goa,Goa,South Goa,census_2011,exact,1.0,
564,Haveri,Karnataka,Haveri,census_2011,exact,1.0,
553,Anantapur,Andhra Pradesh,Anantapur,census_2011,exact,1.0,
550,S.P.S. Nellore,Andhra Pradesh,S.P.S. Nellore,census_2011,exact,1.0,
566,Chitradurga,Karnataka,Chitradurga,census_2011,exact,1.0,
567,Davanagere,Karnataka,Davanagere,census_2011,exact,1.0,
568,Shivamogga,Karnataka,Shivamogga,census_2011,exact,1.0,
569,Udupi,Karnataka,Udupi,census_2011,exact,1.0,
570,Chikkamagaluru,Karnataka,Chikkamagaluru,census_2011,exact,1.0,
582,Chikkaballapura,Karnataka,Chikkaballapura,census_2011,exact,1.0,
574,Hassan,Karnataka,Hassan,census_2011,exact,1.0,
581,Kolar,Karnataka,Kolar,census_2011,exact,1.0,
583,Bengaluru Rural,Karnataka,Bengaluru Rural,census_2011,exact,1.0,
575,Dakshina Kannada,Karnataka,Dakshina Kannada,census_2011,exact,1.0,
572,Bengaluru Urban,Karnataka,Bengaluru Urban,census_2011,exact,1.0,
588,Kasaragod,Kerala,Kasaragod,census_2011,exact,1.0,
576,Kodagu,Karnataka,Kodagu,census_2011,exact,1.0,
578,Chamarajanagara,Karnataka,Chamarajanagara,census_2011,exact,1.0,
590,Wayanad,Kerala,Wayanad,census_2011,exact,1.0,
591,Kozhikode,Kerala,Kozhikode,census_2011,exact,1.0,
592,Malappuram,Kerala,Malappuram,census_2011,exact,1.0,
593,Palakkad,Kerala,Palakkad,census_2011,exact,1.0,
594,Thrissur,Kerala,Thrissur,census_2011,exact,1.0,
596,Idukki,Kerala,Idukki,census_2011,exact,1.0,
595,Ernakulam,Kerala,Ernakulam,census_2011,exact,1.0,
598,Alappuzha,Kerala,Alappuzha,census_2011,exact,1.0,
597,Kottayam,Kerala,Kottayam,census_2011,exact,1.0,
599,Pathanamthitta,Kerala,Pathanamthitta,census_2011,exact,1.0,
600,Kollam,Kerala,Kollam,census_2011,exact,1.0,
601,Thiruvananthapuram,Kerala,Thiruvananthapuram,census_2011,exact,1.0,
546,West Godavari,Andhra Pradesh,West Godavari,census_2011,exact,1.0,
416,Dakshin Bastar Dantewada,Chhattisgarh,Dakshin Bastar Dantewada,census_2011,exact,1.0,
414,Bastar,Chhattisgarh,Bastar,census_2011,exact,1.0,
722,Kondagaon,Chhattisgarh,Kondagaon,census_2011,exact,1.0,
720,Gariaband,Chhattisgarh,Gariaband,census_2011,exact,1.0,
410,Raipur,Chhattisgarh,Raipur,census_2011,exact,1.0,
409,Durg,Chhattisgarh,Durg,census_2011,exact,1.0,
517,Thane,Maharashtra,Thane,census_2011,exact,1.0,
532,Adilabad,Telangana,Adilabad,census_2011,exact,1.0,
536,Hyderabad,Telangana,Hyderabad,census_2011,exact,1.0,
737,Jagtial,Telangana,Jagtial,census_2011,exact,1.0,
752,Jangaon,Telangana,Jangaon,census_2011,exact,1.0,
780,Mulugu,Telangana,Mulugu,census_2011,exact,1.0,
744,Jogulamba Gadwal,Telangana,Jogulamba Gadwal,census_2011,exact,1.0,
736,Kamareddy,Telangana,Kamareddy,census_2011,exact,1.0,
534,Karimnagar,Telangana,Karimnagar,census_2011,exact,1.0,
541,Khammam,Telangana,Khammam,census_2011,exact,1.0,
733,Komaram Bheem,Telangana,Komaram Bheem,census_2011,exact,1.0,
751,Mahabubabad,Telangana,Mahabubabad,census_2011,exact,1.0,
538,Mahabubnagar,Telangana,Mahabubnagar,census_2011,exact,1.0,
735,Mancherial,Telangana,Mancherial,census_2011,exact,1.0,
535,Medak,Telangana,Medak,census_2011,exact,1.0,
742,Medchal Malkajgiri,Telangana,Medchal Malkajgiri,census_2011,exact,1.0,
746,Nagarkurnool,Telangana,Nagarkurnool,census_2011,exact,1.0,
539,Nalgonda,Telangana,Nalgonda,census_2011,exact,1.0,
734,Nirmal,Telangana,Nirmal,census_2011,exact,1.0,
533,Nizamabad,Telangana,Nizamabad,census_2011,exact,1.0,
738,Peddapalli,Telangana,Peddapalli,census_2011,exact,1.0,
739,Rajanna Sircilla,Telangana,Rajanna Sircilla,census_2011,exact,1.0,
537,Ranga Reddy,Telangana,Ranga Reddy,census_2011,exact,1.0,
740,Sangareddy,Telangana,Sangareddy,census_2011,exact,1.0,
741,Siddipet,Telangana,Siddipet,census_2011,exact,1.0,
748,Suryapet,Telangana,Suryapet,census_2011,exact,1.0,
743,Vikarabad,Telangana,Vikarabad,census_2011,exact,1.0,
745,Wanaparthy,Telangana,Wanaparthy,census_2011,exact,1.0,
749,Warangal Rural,Telangana,Warangal Rural,census_2011,exact,1.0,
540,Warangal Urban,Telangana,Warangal Urban,census_2011,exact,1.0,
747,Yadadri Bhuvanagiri,Telangana,Yadadri Bhuvanagiri,census_2011,exact,1.0,
343,South 24 Parganas,West Bengal,South 24 Parganas,census_2011,exact,1.0,
480,Amreli,Gujarat,Amreli,census_2011,exact,1.0,
384,Angul,Odisha,Angul,census_2011,exact,1.0,
489,Dang,Gujarat,Dang,census_2011,exact,1.0,
412,Dhamtari,Chhattisgarh,Dhamtari,census_2011,exact,1.0,
379,Kendrapara,Odisha,Kendrapara,census_2011,exact,1.0,
496,Dadra and Nagar Haveli,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,census_2011,exact,1.0,
732,Palghar,Maharashtra,Palghar,census_2011,exact,1.0,
388,Ganjam,Odisha,Ganjam,census_2011,exact,1.0,
389,Gajapati,Odisha,Gajapati,census_2011,exact,1.0,
551,Y.S.R. Kadapa,Andhra Pradesh,Y.S.R. Kadapa,census_2011,exact,1.0,
571,Tumakuru,Karnataka,Tumakuru,census_2011,exact,1.0,
554,Chittoor,Andhra Pradesh,Chittoor,census_2011,exact,1.0,
584,Ramanagara,Karnataka,Ramanagara,census_2011,exact,1.0,
573,Mandya,Karnataka,Mandya,census_2011,exact,1.0,
577,Mysuru,Karnataka,Mysuru,census_2011,exact,1.0,
589,Kannur,Kerala,Kannur,census_2011,exact,1.0,
635,Puducherry,Puducherry,Puducherry,census_2011,exact,1.0,
719,Balod,Chhattisgarh,Balod,census_2011,exact,1.0,
753,Bhadradri Kothagudem,Telangana,Bhadradri Kothagudem,census_2011,exact,1.0,
486,Vadodara,Gujarat,Vadodara,census_2011,exact,1.0,
344,Paschim Medinipur,West Bengal,Paschim Medinipur,census_2011,exact,1.0,
456,Seoni,Madhya Pradesh,Seoni,census_2011,exact,1.0,
465,Alirajpur,Madhya Pradesh,Alirajpur,census_2011,exact,1.0,
455,Chhindwara,Madhya Pradesh,Chhindwara,census_2011,exact,1.0,
448,Harda,Madhya Pradesh,Harda,census_2011,exact,1.0,
440,Khargone,Madhya Pradesh,Khargone,census_2011,exact,1.0,
345,Purba Medinipur,West Bengal,Purba Medinipur,census_2011,exact,1.0,
376,Mayurbhanj,Odisha,Mayurbhanj,census_2011,exact,1.0,
488,Bharuch,Gujarat,Bharuch,census_2011,exact,1.0,
374,Sundargarh,Odisha,Sundargarh,census_2011,exact,1.0,
407,Kabeerdham,Chhattisgarh,Kabeerdham,census_2011,exact,1.0,
466,Khandwa,Madhya Pradesh,Khandwa,census_2011,exact,1.0,
478,Porbandar,Gujarat,Porbandar,census_2011,exact,1.0,
457,Balaghat,Madhya Pradesh,Balaghat,census_2011,exact,1.0,
487,Narmada,Gujarat,Narmada,census_2011,exact,1.0,
441,Barwani,Madhya Pradesh,Barwani,census_2011,exact,1.0,
405,Janjgir Champa,Chhattisgarh,Janjgir Champa,census_2011,exact,1.0,
497,Nandurbar,Maharashtra,Nandurbar,census_2011,exact,1.0,
375,Kendujhar,Odisha,Kendujhar,census_2011,exact,1.0,
377,Balasore,Odisha,Balasore,census_2011,exact,1.0,
371,Jharsuguda,Odisha,Jharsuguda,census_2011,exact,1.0,
718,Bametara,Chhattisgarh,Bametara,census_2011,exact,1.0,
408,Rajnandgaon,Chhattisgarh,Rajnandgaon,census_2011,exact,1.0,
503,Amravati,Maharashtra,Amravati,census_2011,exact,1.0,
492,Surat,Gujarat,Surat,census_2011,exact,1.0,
498,Dhule,Maharashtra,Dhule,census_2011,exact,1.0,
493,Tapi,Gujarat,Tapi,census_2011,exact,1.0,
370,Bargarh,Odisha,Bargarh,census_2011,exact,1.0,
505,Nagpur,Maharashtra,Nagpur,census_2011,exact,1.0,
721,Baloda Bazar,Chhattisgarh,Baloda Bazar,census_2011,exact,1.0,
717,Mungeli,Chhattisgarh,Mungeli,census_2011,exact,1.0,
726,Botad,Gujarat,Botad,census_2011,exact,1.0,
731,Chhota Udaipur,Gujarat,Chhota Udaipur,census_2011,exact,1.0,
729,Gir Somnath,Gujarat,Gir Somnath,census_2011,exact,1.0,
776,Jhargram,West Bengal,Jhargram,census_2011,exact,1.0,
476,Rajkot,Gujarat,Rajkot,census_2011,exact,1.0,
481,Bhavnagar,Gujarat,Bhavnagar,census_2011,exact,1.0,
447,Betul,Madhya Pradesh,Betul,census_2011,exact,1.0,
479,Junagadh,Gujarat,Junagadh,census_2011,exact,1.0,
373,Deogarh,Odisha,Deogarh,census_2011,exact,1.0,
477,Jamnagar,Gujarat,Jamnagar,census_2011,exact,1.0,
728,Devbhumi Dwarka,Gujarat,Devbhumi Dwarka,census_2011,exact,1.0,
515,Aurangabad,Maharashtra,Aurangabad,census_2011,exact,1.0,
557,Vijayapura,Karnataka,Vijayapura,census_2011,exact,1.0,
417,Bijapur,Chhattisgarh,Bijapur,census_2011,exact,1.0,
520,Raigad,Maharashtra,Raigad,census_2011,exact,1.0,
403,Raigarh,Chhattisgarh,Raigarh,census_2011,exact,1.0,
406,Bilaspur,Chhattisgarh,Bilaspur,census_2011,exact,1.0,
637,Karaikal,Puducherry,Karaikal,census_2011,exact,1.0,
636,Mahe,Puducherry,Mahe,census_2011,exact,1.0,
634,Yanam,Puducherry,Yanam,census_2011,exact,1.0,
372,Sambalpur,Odisha,Sambalpur,census_2011,exact,1.0,
490,Navsari,Gujarat,Navsari,census_2011,exact,1.0,
587,Lakshadweep,Lakshadweep,Lakshadweep,census_2011,exact,1.0,
495,Daman,Dadra and Nagar Haveli and Daman and Diu,Daman,census_2011,exact,1.0,
494,Diu,Dadra and Nagar Haveli and Daman and Diu,Diu,census_2011,exact,1.0,
750,Jayashankar Bhupalapally,Telangana,Jayashankar Bhupalapally,census_2011,exact,1.0,
781,Narayanpet,Telangana,Narayanpet,census_2011,exact,1.0,
723,Sukma,Chhattisgarh,Sukma,census_2011,exact,1.0,
249,Upper Subansiri,Arunachal Pradesh,Upper Subansiri,census_2011,exact,1.0,
260,Anjaw,Arunachal Pradesh,Anjaw,census_2011,exact,1.0,
309,Tinsukia,Assam,Tinsukia,census_2011,exact,1.0,
308,Dhemaji,Assam,Dhemaji,census_2011,exact,1.0,
253,Changlang,Arunachal Pradesh,Changlang,census_2011,exact,1.0,
310,Dibrugarh,Assam,Dibrugarh,census_2011,exact,1.0,
245,Tawang,Arunachal Pradesh,Tawang,census_2011,exact,1.0,
248,Papum Pare,Arunachal Pradesh,Papum Pare,census_2011,exact,1.0,
307,Lakhimpur,Assam,Lakhimpur,census_2011,exact,1.0,
254,Tirap,Arunachal Pradesh,Tirap,census_2011,exact,1.0,
311,Sivasagar,Assam,Sivasagar,census_2011,exact,1.0,
312,Jorhat,Assam,Jorhat,census_2011,exact,1.0,
261,Mon,Nagaland,Mon,census_2011,exact,1.0,
306,Sonitpur,Assam,Sonitpur,census_2011,exact,1.0,
313,Golaghat,Assam,Golaghat,census_2011,exact,1.0,
268,Longleng,Nagaland,Longleng,census_2011,exact,1.0,
262,Mokokchung,Nagaland,Mokokchung,census_2011,exact,1.0,
326,Udalguri,Assam,Udalguri,census_2011,exact,1.0,
320,Chirang,Assam,Chirang,census_2011,exact,1.0,
324,Baksa,Assam,Baksa,census_2011,exact,1.0,
305,Nagaon,Assam,Nagaon,census_2011,exact,1.0,
300,Kokrajhar,Assam,Kokrajhar,census_2011,exact,1.0,
325,Darrang,Assam,Darrang,census_2011,exact,1.0,
267,Tuensang,Nagaland,Tuensang,census_2011,exact,1.0,
303,Barpeta,Assam,Barpeta,census_2011,exact,1.0,
323,Nalbari,Assam,Nalbari,census_2011,exact,1.0,
304,Morigaon,Assam,Morigaon,census_2011,exact,1.0,
321,Kamrup,Assam,Kamrup,census_2011,exact,1.0,
319,Bongaigaon,Assam,Bongaigaon,census_2011,exact,1.0,
301,Dhubri,Assam,Dhubri,census_2011,exact,1.0,
322,Kamrup Metropolitan,Assam,Kamrup Metropolitan,census_2011,exact,1.0,
269,Kiphire,Nagaland,Kiphire,census_2011,exact,1.0,
302,Goalpara,Assam,Goalpara,census_2011,exact,1.0,
297,Ribhoi,Meghalaya,Ribhoi,census_2011,exact,1.0,
315,Dima Hasao,Assam,Dima Hasao,census_2011,exact,1.0,
770,Kamjong,Manipur,Kamjong,census_2011,exact,1.0,
296,West Khasi Hills,Meghalaya,West Khasi Hills,census_2011,exact,1.0,
271,Peren,Nagaland,Peren,census_2011,exact,1.0,
272,Senapati,Manipur,Senapati,census_2011,exact,1.0,
714,East Jaintia Hills,Meghalaya,East Jaintia Hills,census_2011,exact,1.0,
298,East Khasi Hills,Meghalaya,East Khasi Hills,census_2011,exact,1.0,
273,Tamenglong,Manipur,Tamenglong,census_2011,exact,1.0,
295,South Garo Hills,Meghalaya,South Garo Hills,census_2011,exact,1.0,
316,Cachar,Assam,Cachar,census_2011,exact,1.0,
277,Imphal West,Manipur,Imphal West,census_2011,exact,1.0,
317,Karimganj,Assam,Karimganj,census_2011,exact,1.0,
318,Hailakandi,Assam,Hailakandi,census_2011,exact,1.0,
768,Kakching,Manipur,Kakching,census_2011,exact,1.0,
275,Bishnupur,Manipur,Bishnupur,census_2011,exact,1.0,
280,Chandel,Manipur,Chandel,census_2011,exact,1.0,
274,Churachandpur,Manipur,Churachandpur,census_2011,exact,1.0,
292,North Tripura,Tripura,North Tripura,census_2011,exact,1.0,
291,Dhalai,Tripura,Dhalai,census_2011,exact,1.0,
707,Sipahijala,Tripura,Sipahijala,census_2011,exact,1.0,
709,Gomati,Tripura,Gomati,census_2011,exact,1.0,
264,Wokha,Nagaland,Wokha,census_2011,exact,1.0,
263,Zunheboto,Nagaland,Zunheboto,census_2011,exact,1.0,
266,Phek,Nagaland,Phek,census_2011,exact,1.0,
293,West Garo Hills,Meghalaya,West Garo Hills,census_2011,exact,1.0,
294,East Garo Hills,Meghalaya,East Garo Hills,census_2011,exact,1.0,
270,Kohima,Nagaland,Kohima,census_2011,exact,1.0,
265,Dimapur,Nagaland,Dimapur,census_2011,exact,1.0,
251,East Siang,Arunachal Pradesh,East Siang,census_2011,exact,1.0,
259,Lohit,Arunachal Pradesh,Lohit,census_2011,exact,1.0,
256,Kurung Kumey,Arunachal Pradesh,Kurung Kumey,census_2011,exact,1.0,
255,Lower Subansiri,Arunachal Pradesh,Lower Subansiri,census_2011,exact,1.0,
247,East Kameng,Arunachal Pradesh,East Kameng,census_2011,exact,1.0,
246,West Kameng,Arunachal Pradesh,West Kameng,census_2011,exact,1.0,
299,West Jaintia Hills,Meghalaya,West Jaintia Hills,census_2011,exact,1.0,
713,South West Khasi Hills,Meghalaya,South West Khasi Hills,census_2011,exact,1.0,
712,North Garo Hills,Meghalaya,North Garo Hills,census_2011,exact,1.0,
711,South West Garo Hills,Meghalaya,South West Garo Hills,census_2011,exact,1.0,
708,Khowai,Tripura,Khowai,census_2011,exact,1.0,
289,West Tripura,Tripura,West Tripura,census_2011,exact,1.0,
290,South Tripura,Tripura,South Tripura,census_2011,exact,1.0,
710,Unokoti,Tripura,Unokoti,census_2011,exact,1.0,
755,Charaideo,Assam,Charaideo,census_2011,exact,1.0,
760,Majuli,Assam,Majuli,census_2011,exact,1.0,
756,Biswanath,Assam,Biswanath,census_2011,exact,1.0,
757,Hojai,Assam,Hojai,census_2011,exact,1.0,
758,South Salmara Mankachar,Assam,South Salmara Mankachar,census_2011,exact,1.0,
314,Karbi Anglong,Assam,Karbi Anglong,census_2011,exact,1.0,
759,West Karbi Anglong,Assam,West Karbi Anglong,census_2011,exact,1.0,
763,Kra Daadi,Arunachal Pradesh,Kra Daadi,census_2011,exact,1.0,
762,Namsai,Arunachal Pradesh,Namsai,census_2011,exact,1.0,
761,Longding,Arunachal Pradesh,Longding,census_2011,exact,1.0,
278,Imphal East,Manipur,Imphal East,census_2011,exact,1.0,
766,Jiribam,Manipur,Jiribam,census_2011,exact,1.0,
767,Kangpokpi,Manipur,Kangpokpi,census_2011,exact,1.0,
276,Thoubal,Manipur,Thoubal,census_2011,exact,1.0,
769,Tengnoupal,Manipur,Tengnoupal,census_2011,exact,1.0,
279,Ukhrul,Manipur,Ukhrul,census_2011,exact,1.0,
771,Noney,Manipur,Noney,census_2011,exact,1.0,
772,Pherzawl,Manipur,Pherzawl,census_2011,exact,1.0,
252,Upper Siang,Arunachal Pradesh,Upper Siang,census_2011,exact,1.0,
779,Lower Siang,Arunachal Pradesh,Lower Siang,census_2011,exact,1.0,
257,Upper Dibang Valley,Arunachal Pradesh,Upper Dibang Valley,census_2011,exact,1.0,
258,Lower Dibang Valley,Arunachal Pradesh,Lower Dibang Valley,census_2011,exact,1.0,
764,Siang,Arunachal Pradesh,Siang,census_2011,exact,1.0,
785,Shi Yomi,Arunachal Pradesh,Shi Yomi,census_2011,exact,1.0,
783,Pakke Kessang,Arunachal Pradesh,Pakke Kessang,census_2011,exact,1.0,
250,West Siang,Arunachal Pradesh,West Siang,census_2011,exact,1.0,
784,Lepa Rada,Arunachal Pradesh,Lepa Rada,census_2011,exact,1.0,
778,Kamle,Arunachal Pradesh,Kamle,census_2011,exact,1.0,
639,North and Middle Andaman,Andaman and Nicobar Islands,North and Middle Andaman,census_2011,exact,1.0,
640,South Andaman,Andaman and Nicobar Islands,South Andaman,census_2011,exact,1.0,
638,Nicobars,Andaman and Nicobar Islands,Nicobars,census_2011,exact,1.0,
137,Amroha,Uttar Pradesh,Amroha,census_2011,exact,1.0,
102,Churu,Rajasthan,Churu,census_2011,exact,1.0,
705,Hapur,Uttar Pradesh,Hapur,census_2011,exact,1.0,
083,Jhajjar,Haryana,Jhajjar,census_2011,exact,1.0,
150,Bareilly,Uttar Pradesh,Bareilly,census_2011,exact,1.0,
151,Pilibhit,Uttar Pradesh,Pilibhit,census_2011,exact,1.0,
142,Bulandshahr,Uttar Pradesh,Bulandshahr,census_2011,exact,1.0,
141,Gautam Buddha Nagar,Uttar Pradesh,Gautam Buddha Nagar,census_2011,exact,1.0,
153,Lakhimpur Kheri,Uttar Pradesh,Lakhimpur Kheri,census_2011,exact,1.0,
103,Jhunjhunu,Rajasthan,Jhunjhunu,census_2011,exact,1.0,
086,Gurugram,Haryana,Gurugram,census_2011,exact,1.0,
088,Faridabad,Haryana,Faridabad,census_2011,exact,1.0,
084,Mahendragarh,Haryana,Mahendragarh,census_2011,exact,1.0,
085,Rewari,Haryana,Rewari,census_2011,exact,1.0,
149,Budaun,Uttar Pradesh,Budaun,census_2011,exact,1.0,
114,Jaisalmer,Rajasthan,Jaisalmer,census_2011,exact,1.0,
180,Bahraich,Uttar Pradesh,Bahraich,census_2011,exact,1.0,
087,Nuh,Haryana,Nuh,census_2011,exact,1.0,
152,Shahjahanpur,Uttar Pradesh,Shahjahanpur,census_2011,exact,1.0,
111,Sikar,Rajasthan,Sikar,census_2011,exact,1.0,
089,Palwal,Haryana,Palwal,census_2011,exact,1.0,
